clean_description,genre
herald virginia woolf greatest novel vivid portrait singl day woman life meet mr clarissa dalloway preoccupi lastminut detail parti prepar mind someth much perfect societi hostess readi hous flood remembr faraway time met realiti present clarissa reexamin choic brought hesitantli look ahead unfamiliar work grow old adelin virginia woolf english novelist essayist regard one foremost modernist literari figur twentieth centuri,Classics
rais birth orphanag st cloud main homer well becom proteg dr wilbur larch physician director dr larch care troubl mother seek help either deliv take unwant babi perform illeg abort meticul train dr larch homer assist former draw line latter young man bring beauti fiance dr larch abort everyth coupl beckon homer wide world outsid orphanag john irv born exet new hampshir first novel set free bear publish twentysix compet wrestler twenti year coach wrestl fortyseven,Classics
bestsel mortal instrument continuesand thrill danger jace clari simon,Young Adult
katsa abl kill man bare hand sinc eightsh gracel one rare peopl land born extrem skill niec king abl live life privileg grace kill forc work king thug never expect fall love beauti princ po,Young Adult
collect quintessenti american poem semin work one influenti writer nineteenth centuri walter whitman jr american poet essayist journalist consid one influenti poet american literatur whitman incorpor transcendent realism write often call father free vers work controversi time particularli poetri collect leav grass describ obscen overt sensual,Classics
journal nobel prize winner john steinbeck call east eden first book inde primordi power simplic myth set rich farmland california salina valley sprawl often brutal novel follow intertwin destini two familiesth trask hamiltonswhos gener helplessli reenact fall adam eve poison rivalri cain abel adam trask came california east farm rais famili new rich land birth twin cal aaron bring wife brink mad adam left alon rais boy manhood one boy thrive nurtur love around grow loneli envelop mysteri dark,Classics
stori gentl man though pummel slap everi direct fate cling desper belief live best possibl world surfac witti banter tale eighteenthcenturi classic actual savag satir thrust philosoph optim proclaim disast human suffer part benevol cosmic plan fast funni often outrag french philosoph immort narr take candid around world discov contrari teach distinguish tutor dr pangloss alway best aliv wit brillianc grace storytel becom voltair celebr work,Other
children mytholog birthso begin prologu reclus author vida winter collect stori famou mysteri miss thirteenth tale delight enchant twelv exist enigmat winter spent six decad creat variou outlandish life histori invent brought fame fortun kept violent tragic past secret old ail last want tell truth extraordinari life summon biograph margaret lea young woman secret birth hidden love remain everpres pain struck curiou parallel miss winter stori margaret take commiss,Mystery/Thriller
tempest two gentlemen verona,Literature
th white master retel arthurian legend abid classic five volum make stori publish one volum white alway wish exquisit comedi offset tragedi arthur person doom white bring life major british epic time brillianc grandeur warmth charm born bombay english parent terenc hanburi white educ cambridg taught time stow decid write fulltim white move ireland conscienti objector wwii live year white best known sequenc arthurian novel,Classics
jame henri trotter live two ghastli hag aunt spong enorm fat face look boil aunt spiker boni screech he lone one day someth peculiar happen end garden peach start grow grow grow insid peach seven unusu insect wait take jame magic adventur go giant peach happen horribl aunt stand way there one way find roald dahl british novelist short stori writer screenwrit norwegian descent rose promin work children adult becam one world bestsel author,Fantasy
mark fallon overwork detect investig spate attack string high profil citi centr nightclub scott deject year old struggl make end meet work brother supplement incom smallscal drug deal oper angela attract year old rais father career crimin small time drug dealer suppli scott cannabi chill tale span month live scott angela realiz present combin shock revel past lead apocalypt climax longer know trust award win transgress crime novelist whatev mean none,Mystery/Thriller
much anticip retel,Fantasy
othello shakespear creat power drama marriag begin fascin exot moor othello venetian ladi desdemona elop intens mutual devot end precipit jealou rage violent death set stori romant world mediterranean move action venic island cypru give even exot color stori othello african past shakespear build mani differ hero heroinediffer race age cultur backgroundthat one perhap surpris marriag end disastr peopl see read play feel love play present othello desdemona strong would overcom differ word action othello standardbear iago hate othello set destroy destroy love desdemona othello succumb iago insinu desdemona unfaith fascinationwhich domin earli act playturn horror especi audienc confront spectacl gener trust othello grip iago scheme innoc desdemona given entir love othello subject horrifi verbal physic assault outcom othello mistaken convict faithless william shakespear english playwright poet actor wide regard greatest writer english languag world preemin dramatist often call england nation poet bard avon simpli bard extant work includ collabor consist play sonnet three long narr poem vers uncertain authorship play translat everi major live languag perform often playwright shakespear remain arguabl influenti writer english languag work continu studi reinterpret,Literature
classic multimillion copi bestsel delv magic unforgett world jame herriot world belov veterinarian menageri heartwarm funni tragic anim patient,Nonfiction
first publish immedi hail masterpiec one rare novel chang shape american literatur ralph ellison nightmar journey across racial divid tell unparallel truth natur bigotri effect mind victim perpetr give us entir new model novel,Classics
studi scarlet sign four,Mystery/Thriller
san nicola island dolphin flash surround blue water sea otter play vast kelp bed sea eleph loll stoni beach earli girl name karana spent eighteen year alon karana contend feroci pack wild dog kill younger brother constantli guard aleutian sea otter hunter maintain precari food suppli courag selfreli grit inspir million reader breathtak adventur,Young Adult
best chronicl drugsoak addlebrain rollick good time ever commit print page also tale long weekend road trip gone annal american pop cultur one strangest journey ever undertaken american journalist author famou book,Classics
year grace watch wolv wood behind hous one yellowey wolfher wolfi chill presenc cant seem live without meanwhil sam live two live winter frozen wood protect pack silent compani fearless girl summer preciou month human cold make shift back,Fantasy
toru quiet preternatur seriou young colleg student tokyo devot naoko beauti introspect young woman mutual passion mark tragic death best friend year toru begin adapt campu life loneli isol face naoko find pressur respons life unbear retreat world toru find reach other drawn fierc independ sexual liber young woman magnific blend music mood etho sixti stori one colleg student romant come age,Romance
vampir tracker mark crescent moon forehead yearold zoey redbird enter hous night learn averag fledgl mark special vampyr goddess nyx affin five element air fire water earth spirit fledgl hous night special power discov leader dark daughter school elit club misus goddessgiven gift zoey must look deep within courag embrac destinywith littl help new vampyr friend nerd herd aphrodit call,Fantasy
john jenni young deepli love perfect littl hous care world brought home marley wiggli yellow furbal puppi life would never marley quickli grew uncontrol ninetysevenpound steamrol labrador retriev expel obedi school even tranquillis prescrib vet couldnt stop,Other
one import belov latin american work twentieth centuri isabel allend weav lumin tapestri three gener trueba famili reveal triumph tragedi patriarch esteban whose wild desir polit machin temper love ether wife clara woman touch otherworldli hand daughter blanca whose forbidden love man esteban deem unworthi infuri father yet produc greatest joy granddaught alba beauti ambiti girl lead famili countri revolutionari futur hous spirit enthral saga span decad live twine person polit epic novel love magic fate,Fantasy
japan highli regard novelist vault first rank intern fiction writer heroic imagin novel detect stori account disintegr marriag excav buri secret world war ii tokyo suburb young man name toru okada search wife miss cat soon find look wife well netherworld lie beneath placid surfac tokyo search intersect okada encount bizarr group alli antagonist psychic prostitut malevol yet mediagen politician cheer morbid sixteenyearoldgirl age war veteran perman chang hideou thing wit japan forgotten campaign manchuria,Fantasy
talli turn sixteen cant wait week shell oper turn repel ugli stun pretti pretti shell catapult hightech paradis job fun talli new friend shay isnt sure want becom pretti shay run away talli learn whole new side pretti worldand isnt pretti author offer talli choic find friend turn never turn pretti talli choic chang world forev,Science Fiction
ancient time ring power craft elvensmith sauron dark lord forg one ring fill power could rule other one ring taken though sought throughout middleearth remain lost mani age fell chanc hand hobbit bilbo baggin sauron fast dark tower mordor power spread far wide sauron gather great ring alway search one ring would complet dominion,Classics
one time corri ten boom would laugh idea would ever stori tell first fifti year life noth ordinari ever happen oldmaid watchmak live contentedli spinster sister elderli father tini dutch hous shop unev day regul watch revolv around abid love one anoth howev nazi invas occup holland stori ensu corri ten boom famili becam leader dutch underground hide jewish peopl home special built room aid escap nazi help corri found death concentr camp,Nonfiction
year state kerala southernmost tip india skyblu plymouth chrome tailfin strand highway amid marxist worker demonstr insid car sit twoegg twin rahel esthappen begin tale arm invinc innoc children fashion childhood shade wreck familytheir lone love mother ammu love night man children love day blind grandmoth mammachi play handel violin belov uncl chacko rhode scholar pickl baron radic marxist bottompinch enemi babi kochamma exnun incumb grandaunt ghost imperi entomologist moth unusu dens dorsal tuft,Other
birth ella inadvert curs imprud young fairi name lucinda bestow gift obedi anyth anyon tell ella must obey anoth girl might cow afflict feisti ella instead make docil lucinda curs made rebel perhap way natur belov mother die leav care mostli absent avarici father later loathsom stepmoth two treacher stepsist ella life wellb seem grave peril intellig sauci natur keep good stead set quest freedom selfdiscoveri tri track lucinda undo curs fend ogr befriend elv fall love princ along way ye pumpkin coach glass slipper happili ever remark delight profound version cinderella youll ever read gail carson levin examin tradit femal role fairi tale take satisfi twist deviat origin ella bound obedi take matter hand ambit verv relationship princ balanc base humor mutual respect fact ultim rescu,Young Adult
katniss everdeen girl fire surviv even though home destroy gale escap katnisss famili safe peeta captur capitol district realli exist rebel new leader revolut unfold design katniss rescu arena cruel haunt quarter quell design long part revolut without know district come shadow plot overthrow capitol everyon seem hand care laid plansexcept katniss,Science Fiction
mortal war sixteenyearold clari fray back home new york excit possibl she train becom shadowhunt use uniqu power mother get marri love life downworld shadowhunt peac last andmost importantli allsh final call jace boyfriend noth come without price,Young Adult
th anniversari shel silverstein includ cd highlight grammi awardwin album,Childrens
word stun adrian moment kept go your lie your describ imposs there way save strigoi theyr gone theyr gone theyr dead undead forev robert next word werent direct adrian spoken,Fantasy
dr felix hoenikk one found father atom bomb left deadli legaci world he inventor icenin lethal chemic capabl freez entir planet search whereabout lead hoenikk three ecentr children craze dictat caribbean mad felix hoenikk death wish come true last fatal gift humankind bring end us nigh kurt vonnegut junior american novelist satirist recent graphic artist recogn new york state author,Classics
vision grow dimmer black ghost close swore like could hear robert whisper ear light complet vanish saw dimitri face join lissa want smile decid two peopl love safe could leav world,Fantasy
believ reader discov essenti natur one strangest aw chapter human histori arthur miller wrote classic play witchhunt trial seventeenthcenturi salem massachusett base histor peopl real event miller drama sear portrait commun engulf hysteria rigid theocraci salem rumor women practic witchcraft galvan town basic fear suspicion young girl accus elizabeth proctor witch selfright church leader townspeopl insist elizabeth brought trial ruthless prosecutor eager neighbor testifi neighbor brilliantli illumin destruct power social sanction violenc written,Literature
psychiatrist viktor frankl memoir rivet gener reader descript life nazi death camp lesson spiritu surviv base experi stori patient frankl argu avoid suffer choos cope find mean move forward renew purpos heart theori known logotherapi convict primari human drive pleasur pursuit find meaning becom one influenti book america continu inspir us find signific act live,Nonfiction
sophi great misfortun eldest three daughter destin fail miser ever leav home seek fate unwittingli attract ire witch wast sophi find horrid spell transform old ladi chanc break lie evermov castl hill wizard howl castl untangl enchant sophi must handl heartless howl strike bargain fire demon meet witch wast headon along way discov there far howland herselfthan first meet eye diana born london daughter marjori ne jackson richard aneurin jone teacher war announc shortli fifth birthday evacu wale thereaft move sever time includ period coniston water york back london famili final settl thaxt essex parent work run educ confer centr jone two younger sister isobel later professor isobel armstrong literari critic ursula later actress children writer spent childhood left chiefli devic attend friend school saffron walden studi english st ann colleg oxford attend lectur c lewi j r r tolkien graduat year marri john burrow scholar mediev literatur three son richard michael colin brief period london coupl return oxford stay move bristol,Young Adult
nurseri magic strang wonder playth old wise experienc like skin hors understand like skin hors margeri william understood toysand peoplebecom real wisdom experi love reissu favorit classic origin stori illustr first appear work magic read,Childrens
shadow auschwitz flamboy german industrialist grew live legend jew cracow womanis heavi drinker enjoy good life yet becam saviour thoma keneal booker prizewin novel recreat stori oskar schindler aryan risk life protect jew nazioccupi poland conrinu defi outwit ss transform war angel merci unforgett tale extraordinari true,Nonfiction
human android crowd raucou street new beij deadli plagu ravag popul space ruthless lunar peopl watch wait make move one know earth fate hing one girl cinder gift mechan cyborg she secondclass citizen mysteri past revil stepmoth blame stepsist ill life becom intertwin handsom princ kai suddenli find center intergalact struggl forbidden attract caught duti freedom loyalti betray must uncov secret past order protect world futur,Young Adult
magic underworld victorian london tessa gray last found safeti shadowhunt safeti prove fleet rogu forc clave plot see protector charlott replac head institut charlott lose posit tessa streetand easi prey mysteri magist want use tessa power dark end help handsom selfdestruct fierc devot jem tessa discov magist war shadowhunt deepli person blame longago tragedi shatter life unravel secret past trio journey mistshroud yorkshir manor hous hold untold horror slum london enchant ballroom tessa discov truth parentag sinist imagin encount clockwork demon bear warn realiz magist know everi moveand one betray,Young Adult
life time garp bastard son jenni fieldsa feminist leader ahead time life death famou mother almostfam son world sexual extremeseven sexual assassin novel rich lunaci sorrow yet dark violent event stori undermin comedi ribald robust thirti languag forti countrieswith ten million copi printthi novel provid almost cheer even hilari evid famou last line world accord garp termin case john irv born exet new hampshir first novel set free bear publish twentysix compet wrestler twenti year coach wrestl fortyseven,Classics
runner tck publish reader choic award fantasi genr age five lincoln abandon inexplic orphanag father noth promis return old wrist chain year later seemingli ordinari yearold lincoln run away yet anoth foster home head favour spot new york citi attack dog monstrou three head dog size truck becom mark string attack follow end save el ben aj group enhanc peopl known ascend discov world seem sorcer natur spirit demon monster hide plain sight learn longlost ascend discov chain father left centr conspiraci result abandon father subsequ disappear,Young Adult
done,Mystery/Thriller
seth protagonist born slave escap ohio eighteen year later still free mani memori sweet home beauti farm mani hideou thing happen seth new home haunt ghost babi die nameless whose tombston engrav singl word belov fill bitter poetri suspens taut rope,Classics
literatur student anastasia steel goe interview young entrepreneur christian grey encount man beauti brilliant intimid unworldli innoc ana startl realiz want man despit enigmat reserv find desper get close unabl resist ana quiet beauti wit independ spirit grey admit want toobut term,Romance
ulyss modernist novel irish writer jame joyc first serial part american journal littl review march decemb publish entireti pari sylvia beach februari joyc th birthday consid one import work modernist literatur call demonstr summat entir movement accord declan kiberd joyc writer fiction foreground process think,Other
stori peopl follow heart make rulespeopl get special pleasur someth well even themselvespeopl know there live meet eye theyll right jonathan fli higher faster ever dream jonathan livingston seagul ordinari bird believ everi gull right fli reach ultim freedom challeng discoveri find greatest reward teach younger gull joy flight power dream special th anniversari releas spiritu classic,Classics
epic work imagin captur heart million reader worldwid sinc first publish special stori within stori irresist invit reader becom part book stori begin lone boy name bastian strang book draw beauti doom world fantastica human save enchant place give ruler childlik empress new name journey tower lead land dragon giant monster magic bastian begin quest may never return drawn deeper fantastica must find courag face unspeak foe mysteri heart,Classics
discov attic spent last year life ann frank remark diari becom world classica power remind horror war eloqu testament human spirit nazi occupi holland thirteenyearold jewish girl famili fled home amsterdam went hide next two year whereabout betray gestapo frank anoth famili live cloister secret annex old offic build cut outsid world face hunger boredom constant cruelti live confin quarter everpres threat discoveri death diari ann frank record vivid impress experi period turn thought move surprisingli humor account offer fascin commentari human courag frailti compel selfportrait sensit spirit young woman whose promis tragic cut short,Nonfiction
long save earth becam global concern dr seuss speak charact warn mindless progress danger pose earth natur beauti,Childrens
celebr writer irresist candid eloqu account pursuit worldli pleasur spiritu devot realli want life around time elizabeth gilbert turn thirti went earlyonslaught midlif crisi everyth educ ambiti american woman suppos wanta husband hous success career instead feel happi fulfil consum panic grief confus went divorc crush depress anoth fail love erad everyth ever thought suppos,Nonfiction
known american wrote especi,Fantasy
shakespear intertwin love polygon begin get complic startdemetriu lysand want hermia eye lysand bad news hermia father want demetriu soninlaw outsid helena whose unreturn love burn hot demetriu hermia lysand plan flee citi cover dark pursu enrag demetriu pursu enraptur helena forest unbeknownst mortal oberon titania king queen faeri spat servant boy plot twist oberon head mischiefmak puck run loos flower caus peopl fall love first thing see upon wake throw group labour prepar play duke wed one given donkey head titania lover puck complic becom fantast funni william shakespear english playwright poet actor wide regard greatest writer english languag world preemin dramatist often call england nation poet bard avon simpli bard extant work includ collabor consist play sonnet three long narr poem vers uncertain authorship play translat everi major live languag perform often playwright shakespear remain arguabl influenti writer english languag work continu studi reinterpret,Literature
great green room tuck away bed littl bunni goodnight room goodnight moon familiar thing softli lit room pictur three littl bear sit chair clock sock mitten kitten everyth one one littl bunni say goodnight classic children literatur belov gener reader listen quiet poetri word gentl lull illustr combin make perfect book end day,Childrens
oscar wild madcap farc mistaken ident secret engag lover entangl still delight reader centuri public premier perform rapidfir wit eccentr charact import earnest made mainstay high school curriculum decad cecili cardew gwendolen fairfax love mythic suitor jack worth woo gwendolen ernest algernon also pose ernest win heart jack ward cecili four arriv jack countri home weekend rival fight ernest undivid attent ernest claim belov pandemonium break loos senil nursemaid old discard handbag save day,Literature
follow heart mean rose could lose best friend forev lissa dragomir moroi princess mortal vampir rare gift har earth magic must protect time strigoi fiercest vampir one never die power blend human vampir blood flow rose hathaway lissa best friend make dhampir rose dedic danger life protect lissa strigoi hellbent make lissa one,Fantasy
year grinch live cave side mountain loom who whovil noisi holiday prepar infern sing happi littl citizen annoy end grinch decid frivol merriment must stop idea santa outfit strap heavi antler poor quiver dog max construct makeshift sleigh head whovil strip chafingli cheer who yuletid glee,Childrens
complet script critic acclaim play husband announc recent plan becom famou shakespearean actor run presid mayb someday captain uss enterpris determin could manag first ladi bit go famou shakespearean actor need bone work bard avon,Literature
thoma wake lift thing rememb name he surround strangersboy whose memori also gone,Science Fiction
everyday find combat halflion halfhuman your son greek god happen friend annabeth miss goddess chain five halfblood hero join quest defeat doomsday monster,Young Adult
one choic transform youor destroy everi choic consequ unrest surg faction around tri prior must continu tri save lovesand herselfwhil grappl haunt question grief forgiv ident loyalti polit love triss initi day mark celebr victori chosen faction instead day end unspeak horror war loom conflict faction ideolog grow time war side must chosen secret emerg choic becom even irrevocableand even power transform decis also haunt grief guilt radic new discoveri shift relationship tri must fulli embrac diverg even know may lose,Science Fiction
danger betray love loss secret enchant woven togeth breathtak final new york time bestsel infern devic trilog prequel intern bestsel mortal instrument seri infern devic never stop come,Young Adult
intern book award finalist health addict recoveri literari titan silver award,Nonfiction
dreari day turn wild romp belov stori introduc reader troublemak friend,Childrens
translat edit allen mandelbaum begin shadow forest good friday year proce journey intens recreat depth height human experi becom key western civil sought unlock mysteri ident,Literature
stori yesterday concis straight punch jaw life sky differ color germin magic stori surviv result choic enclos particular tale snatch whereabout stori forev,Other
chuck palahniuk show gener visionari satirist first book estrang narrat leav lacklust job come thrall tyler durden enigmat young man hold secret afterhour box match basement bar two men fight long glorious origin work expos dark core modern world,Classics
acclaim bestsel intern sensat patrick suskind classic novel provok terrifi examin happen one man indulg greatest passionhi sens smelllead murder slum eighteenthcenturi franc infant jeanbaptist grenouil born one sublim giftan absolut sens smell boy live deciph odor pari apprentic promin perfum teach ancient art mix preciou oil herb grenouil geniu satisfi stop becom obsess captur smell object brass doorknob freshcut wood one day catch hint scent drive evermoreterrifi quest creat ultim perfumeth scent beauti young virgin told dazzl narr brillianc,Classics
novemb small town holcomb kansa four member clutter famili savag murder blast shotgun held inch face appar motiv crime almost clue truman capot reconstruct murder investig led captur trial execut killer gener mesmer suspens astonish empathi,Classics
set thcenturi puritan boston massachusett year tell stori hester prynn conceiv daughter affair reveal lover ident scarlet letter adulteri wear cloth along public shame punish sin secreci struggl creat new life repent digniti throughout book hawthorn explor theme legal sin guilt nathaniel hawthorn th centuri american novelist short stori writer seen key figur develop american literatur tale nation coloni histori,Classics
godfatherth epic tale crime betray becam global phenomenon almost fifti year ago classic born sear portray mafia underworld godfath introduc reader first famili american crime fiction corleon power legaci tradit blood honor seduct power pitfal greed allegi familythes theme reson million reader around world made godfath definit novel violent subcultur steep intrigu controversi remain indel etch collect conscious,Classics
quintessenti novel america beat gener road chronicl jack kerouac year travel n american contin friend neal cassadi sideburn hero snowi west sal paradis dean moriarti two roam countri quest selfknowledg experi kerouac love america compass human sens languag jazz combin make road inspir work last import classic novel freedom long defin meant beat inspir everi gener sinc initi public jeanloui lebri de krouac known jack kerouac american novelist poet alongsid,Nonfiction
mayb grandpar teacher colleagu someon older patient wise understood young search gave sound advic help make way mitch albom person morri schwartz colleg professor nearli twenti year ago mayb like mitch lost track mentor made way insight fade wouldnt like see person ask bigger question still haunt,Nonfiction
milan kundera tell stori young woman love man torn love incorrig woman one mistress humbl faith lover magnific novel juxtapos geograph distant place brilliant play reflect varieti style take place perhap major achiev one world truli great writer,Nonfiction
charli bucket wonder adventur begin find one mr willi wonka preciou golden ticket win whole day insid mysteri chocol factori littl know surpris store back cover,Fantasy
alltim classic stori gener gener sold somewher world everi second share child grandchild life,Childrens
christoph john franci boon know countri world capit everi prime number relat well anim understand human emot stand touch detest color yellow improb stori christoph quest investig suspici death neighborhood dog make one captiv unusu wide herald novel recent year mark haddon english novelist best known curiou incid dog nighttim whitbread award dolli gray children literatur award guardian prize commonwealth writer prize work,Mystery/Thriller
year halfblood prepar battl titan know odd victori grim kronoss armi stronger ever everi god halfblood recruit evil titan power grow olympian struggl contain rampag monster typhon krono begin advanc new york citi mount olympu stand virtual unguard perci jackson armi young demigod stop lord time,Young Adult
one boy one dragon,Young Adult
elevenyearold owen meani play littl leagu basebal game gravesend new hampshir hit foul ball kill best friend mother owen doesnt believ accid believ god instrument happen owen foul extraordinari terrifi moment comic selfdelud victim end princip tragic actor divin plan owen meani heartbreak hero john irv yet creat john irv born exet new hampshir first novel set free bear publish twentysix compet wrestler twenti year coach wrestl fortyseven,Classics
time shadowhunt bare win fight forc dark one battl chang cours histori forev welcom infern devic trilog stun danger prequel bestsel mortal instrument seri,Young Adult
melvil wrote masterpiec one greatest work imagin literari histori part,Classics
fahrenheit ofrec la historia de un sombro horroroso futuro montag el protagonista pertenec una extraa brigada de bombero cuya misin paradjicament es la de sofocar incendio sino la de provocarlo para quemar libro porqu en el pa de montag est terminantement prohibido leer porqu leer obliga pensar en el pa de montag esta prohibido pensar porqu leer impid ser ingenuament feliz en el pa de montag hay que ser feliz la fuerza ray dougla bradburi american author screenwrit one celebr thcenturi american writer work varieti genr includ fantasi scienc fiction horror mysteri realist fiction,Science Fiction
fight battl enemi need hardest battl woman love world motor motiv power everi man know answer question discov reason behind baffl event play havoc live charact stori tremend scope novel present astound panorama human life product geniu becom worthless playboy great steel industrialist know work destruct philosoph becom pirat compos give career night triumph woman run transcontinent railroad lowest track worker termin tunnel,Classics
altern cover edit isbn tyrann nurs ratch rule ward oregon state mental hospit strict unbend routin unoppos patient remain cow mindnumb medic threat electr shock therapi regim disrupt arriv mcmurphi swagger funlov trickster devilish grin resolv oppos rule behalf fellow inmat struggl seen eye chief bromden seemingli mute halfindian patient understand mcmurphi heroic attempt battl power keep imprison ken kesey extraordinari first novel exuber ribald devastatingli honest portray boundari saniti mad,Classics
year clair randal former combat nurs back war reunit husband second honeymoon walk stand stone one ancient circl dot british isl suddenli sassenachan outlanderin scotland torn war raid border clan year lord,Romance
harriet vanger scion one sweden wealthiest famili disappear forti year ago year later age uncl continu seek truth hire mikael blomkvist crusad journalist recent trap libel convict investig aid pierc tattoo punk prodigi lisbeth saland togeth tap vein unfathom iniqu astonish corrupt intern publish sensat stieg larsson girl dragon tattoo combin murder mysteri famili saga love stori financi intrigu one satisfyingli complex entertainingli atmospher novel,Mystery/Thriller
novel begin mont carlo heroin swept feet dash widow maxim de winter sudden propos marriag orphan work ladi maid bare believ luck arriv massiv countri estat realiz larg shadow late wife cast livespres linger evil threaten destroy marriag beyond grave first publish classic gothic novel compel read anthoni award best novel centuri,Mystery/Thriller
bestsel author jodi picoult wide acclaim keen insight heart mind real peopl tell emot rivet stori famili torn apart conflict need passion love triumph human weak anna sick might well age undergon countless surgeri transfus shot older sister kate somehow fight leukemia plagu sinc childhood product preimplant genet diagnosi anna conceiv bone marrow match katea life role never challeng like teenag anna begin question truli unlik teenag alway defin term sisterand anna make decis would unthink decis tear famili apart perhap fatal consequ sister love,Romance
ancient time ring power craft elvensmith sauron dark lord forg one ring fill power could rule other one ring taken though sought throughout middleearth remain lost mani age fell hand bilbo baggin told,Classics
matilda littl girl far good true age fiveandahalf she knock doubledigit multipl problem blitzread dicken even remark classmat love even though she supernerd teacher pet everyth perfect matilda world starter two idiot selfcent parent ever live there larg busti nightmar school princip miss trunchbul former hammerthrow champion fling children approxim sympathet bulldoz fortun matilda inner resourc deal annoy astonish intellig saintli patienc innat predilect reveng,Childrens
humbert humbert scholar aesthet romant fallen complet utterli love dolor haze landladi gumsnap silki skin twelveyearold daughter reluctantli agre marri mr haze close lolita humbert suffer greatli pursuit romanc lo start look attent elsewher carri desper crosscountri misadventur name love hilari flamboy heartbreak full ingeni word play lolita immacul unforgett masterpiec obsess delus lust russian,Other
american classic one world great antiwar book center infam world war ii firebomb dresden novel result kurt vonnegut describ twentythreeyear struggl write book wit american prison war combin histor fiction scienc fiction autobiographi satir account life billi pilgrim barber son turn drafte turn optometrist turn alien abducte vonnegut billi experi destruct dresden pow unlik vonnegut experi time travel come unstuck time instant bestsel,Science Fiction
life pi fantasi adventur novel yann martel publish protagonist piscin molitor pi patel tamil boy pondicherri explor issu spiritu practic earli age surviv day shipwreck strand boat pacif ocean bengal tiger name richard parker yann martel canadian author wrote man booker prizewin novel life pi intern bestsel publish territori sold million copi worldwid spent year bestsel list new york time globe mail among mani bestsel list life pi adapt movi direct,Fantasy
like green egg ham ask samiam beginn book dr seuss hous mous boat goat train tree sam keep ask persist unmistak charact signatur rhyme dr seusss belov favorit cement place children classic famou cumul tale list place enjoy green egg ham friend enjoy get longer longer follow samiam insist unusu treat inde delect snack savor everywher everi way origin creat dr seuss beginn book encourag children read simpl word illustr give clue mean,Childrens
name salmon like fish first name susi fourteen murder decemb begin stori susi salmon adjust new home heaven place expect even watch life earth continu without friend trade rumor disappear killer tri cover track griefstricken famili unravel unspeak tragedi loss love bone succe miracul build tale fill hope humor suspens even joy,Mystery/Thriller
max wild naughti boy sent bed without supper exhaust mother room imagin sail far away land wild thing instead eat wild thing make max king mauric bernard sendak american writer illustr children literatur best known book,Childrens
offr handmaid republ gilead may leav home command wife day walk food market whose sign pictur instead word women longer allow read must lie back month pray command make pregnant age declin birth offr handmaid valu ovari viabl offr rememb year live made love husband luke play protect daughter job money access knowledg gone funni unexpect horrifi altogeth convinc,Classics
harri burden dark danger seemingli imposs task locat destroy voldemort remain horcrux never harri felt alon face futur full shadow harri must somehow find within strength complet task given must leav warmth safeti companionship burrow follow without fear hesit inexor path laid final seventh instal harri potter seri jk rowl unveil spectacular fashion answer mani question eagerli await,Young Adult
begin robert fagl magnific translat,Literature
two week life yearold boy novel tell stori ponyboy curti struggl right wrong societi believ outsid accord ponyboy two kind peopl world greaser soc soc short social money get away anyth attitud longer limousin greaser hand alway live outsid need watch back ponyboy greaser he alway proud even will rumbl gang soc sake fellow greasersuntil one terribl night friend johnni kill soc murder get ponyboy skin caus bifurc world crumbl teach pain feel whether soc greaser se hinton still one popular best known writer young adult fiction book taught school ban other novel chang way peopl look young adult literatur,Young Adult
hous full sad secret young orphan mari find happi mari lennox spoil illtemp unhealthi child come live reclus uncl misselthwait manor england yorkshir moor death parent meet hearti housekeep spirit brother dour garden cheer robin wil hyster sickli cousin master colin whose wail hear echo hous night,Classics
extraordinari love stori clare henri met clare six henri thirtysix marri clare twentytwo henri thirti imposs true henri suffer rare condit genet clock period reset find pull suddenli past futur face forc neither prevent control henri clare struggl lead normal live intens move entir unforgett audrey niffenegg born june south michigan writer artist also professor mfa creativ write program columbia colleg chicago,Romance
brilliant bestsel landmark novel tell stori buendia famili chronicl irreconcil conflict desir solitud need lovein rich imagin prose come defin entir genr known magic realism colombian novelist shortstori writer screenwrit journalist garca mrquez familiarli known gabo nativ countri consid one signific author th centuri award nobel prize literatur,Fantasy
unlik pair georg lenni man tremend size mind young child yet form,Other
belov book e b white author,Childrens
jonathan harker visit transylvania help count dracula purchas london hous make seri horrif discoveri client soon afterward variou bizarr incid unfold england appar unman ship wreck coast whitbi young woman discov strang punctur mark neck inmat lunat asylum rave master immin arriv,Horror
dawn next world war plane crash unchart island strand group schoolboy first adult supervis freedom someth celebr far civil boy anyth want anyth attempt forg societi fail howev face terror sin evil order collaps strang howl echo night terror begin reign hope adventur seem far realiti hope rescu label parabl allegori myth moral tale parodi polit treatis even vision apocalyps lord fli perhap memor novel end innoc dark man heart sir william gerald gold british novelist playwright poet best known debut novel lord fli publish anoth twelv volum fiction lifetim award booker prize rite passag first novel becam sea trilog end earth award nobel prize literatur,Classics
beatric prior dystopian chicago world societi divid five faction dedic cultiv particular virtuecandor honest abneg selfless dauntless brave amiti peac erudit intellig appoint day everi year sixteenyearold must select faction devot rest live beatric decis stay famili realli issh cant make choic surpris everyon includ highli competit initi follow beatric renam tri struggl alongsid fellow initi live choic made togeth must undergo extrem physic test endur intens psycholog simul devast consequ initi transform tri must determin friend realli areand exactli romanc sometim fascin sometim exasper boy fit life she chosen tri also secret one she kept hidden everyon she warn mean death discov unrest grow conflict threaten unravel seemingli perfect societi also learn secret might help save love might destroy,Science Fiction
